"","x"
"1640","trayectoria"
"1641","futura"
"1642","tpm"
"1643","contempla"
"1644","ajustes"
"1645","adicionales"
"1646","asegurar"
"1647","convergencia"
"1648","inflacion"
"1649","meta"
"1650","ello"
"1651","calculada"
"1652","tpm"
"1653","nominal"
"1654","menos"
"1655","inflacion"
"1656","esperada"
"1657","proveniente"
"1658","mediados"
"1659","fecha"
"1660","consejo"
"1661","aumentado"
"1662","tpm"
"1663","encuesta"
"1664","banco"
"1665","banco"
"1666","deterioro"
"1667","panorama"
"1668","inflacionario"
"1669","aprecia"
"1670","cambio"
"1671","expectativas"
"1672","mercado"
"1673","respecto"
"1674","tpm"
"1675","sector"
"1676","privado"
"1677","anticipaba"
"1678","trayectoria"
"1679","tpm"
"1680","plana"
"1681","mezclandose"
"1682","previsiones"
"1683","anticipaban"
"1684","mantencion"
"1685","prolongada"
"1686","aquellas"
"1687","preveian"
"1688","disminuciones"
"1689","poca"
"1690","magnitud"
"1691","tpm"
"1692","curva"
"1693","forward"
"1694","entonces"
"1695","panorama"
"1696","cambio"
"1697","ajuste"
"1698","tpm"
"1699","agresivo"
"1700","ido"
"1701","aumento"
"1702","medida"
"1703","consejo"
"1704","subido"
"1705","tpm"
"1706","comunicado"
"1707","sesgo"
"1708","restrictivo"
"1709","futuro"
"1710","considerando"
"1711","semanas"
"1712","previas"
"1713","distintas"
"1714","medidas"
"1715","expectativas"
"1716","mercado"
"1717","respecto"
"1718","tpm"
"1719","apuntan"
"1720","tpm"
"1721","aumentara"
"1722","maximo"
"1723","curso"
"1724","especificamente"
"1725","curva"
"1726","forward"
"1727","deduce"
"1728","tpm"
"1729","alcanzara"
"1730","maximo"
"1731","disminuyendo"
"1732","gradualmente"
"1733","swap"
"1734","anticipan"
"1735","trayectoria"
"1736","tpm"
"1737","similar"
"1738","maximo"
"1739","pendiente"
"1740","invertida"
"1741","curva"
"1742","sugiere"
"1743","agentes"
"1744","consideran"
"1745","inflacion"
"1746","ira"
"1747","descendiendo"
"1748","proximos"
"1749","apostando"
"1750","bajas"
"1751","tpm"
"1752","banco"
"1753","supuesto"
"1754","metodologico"
"1755","proyecciones"
"1756","implicitas"
"1757","ipom"
"1758","consideran"
"1759","tpm"
"1760","seguira"
"1761","trayectoria"
"1762","corto"
"1763","deduce"
"1764","distintas"
"1765","medidas"
"1766","expectativas"
"1767","sector"
"1768","politica"
"1769","monetaria"
"1770","privado"
"1771","vigentes"
"1772","semanas"
"1773","previas"
"1774","ipom"
"1775","swap"
"1776","forma"
"1777","generar"
"1778","holguras"
"1779","necesarias"
"1780","lograr"
"1781","convergencia"
"1782","inflacion"
"1783","meta"
"1784","condiciones"
"1785","financieras"
"1786","trayectoria"
"1787","interes"
"1788","documentos"
"1789","banco"
"1790","visto"
"1791","afectada"
"1792","perspectivas"
"1793","inflacion"
"1794","crecimiento"
"1795","aumento"
"1796","oferta"
"1797","titulos"
"1798","producto"
"1799","esterilizacion"
"1800","programa"
"1801","compra"
"1802","reservas"
"1803","llevando"
"1804","cabo"
"1805","banco"
"1806","interes"
"1807","documentos"
"1808","nominales"
"1809","ubican"
"1810","maximos"
"1811","historicos"
"1812","reales"
"1813","vigentes"
"1814","todavia"
"1815","comparables"
"1816","promedios"
"1817","cinco"
"1818","definicion"
"1819","glosario"
"1820","acuerdo"
"1821","desprende"
"1822","encuesta"
"1823","credito"
"1824","bancario"
"1825","banco"
"1826","condiciones"
"1827","financieras"
"1828","vuelto"
"1829","restrictivas"
"1830","especial"
"1831","personas"
"1832","valida"
"1833","evolucion"
"1834","tasa"
"1835","crecimiento"
"1836","colocaciones"
"1837","consumo"
"1838","coherente"
"1839","incipientes"
"1840","traspasos"
"1841","aumentos"
"1842","tpm"
"1843","interes"
"1844","documentos"
"1845","banco"
"1846","tpm"
"1847","observan"
"1848","llegan"
"1849","publico"
"1850","casuistica"
"1851","recolectada"
"1852","distintas"
"1853","regiones"
"1854","pais"
"1855","reflejado"
"1856","ajuste"
"1857","tasa"
"1858","crecimiento"
"1859","deuda"
"1860","bancaria"
"1861","encuesta"
"1862","credito"
"1863","bancario"
"1864","indico"
"1865","oferta"
"1866","banco"
"1867","tornado"
"1868","restrictiva"
"1869","credito"
"1870","consumo"
"1871","hipotecarios"
"1872","debia"
"1873","aumento"
"1874","riesgo"
"1875","cartera"
"1876","refleja"
"1877","requisitos"
"1878","aprobacion"
"1879","rigurosos"
"1880","aumento"
"1881","spread"
"1882","costo"
"1883","fondo"
"1884","ello"
"1885","agrega"
"1886","debilitamiento"
"1887","percibido"
"1888","demanda"
"1889","credito"
"1890","responderia"
"1891","condiciones"
"1892","menos"
"1893","atractivas"
"1894","interes"
"1895","empeoramiento"
"1896","condiciones"
"1897","ingresos"
"1898","clientes"
"1899","manera"
"1900","sorprende"
"1901","desaceleracion"
"1902","credito"
"1903","consumo"
"1904","pasaron"
"1905","variacion"
"1906","nominal"
"1907","entonces"
"1908","deudores"
"1909","banco"
"1910","sigue"
"1911","aumentando"
"1912","alcanzando"
"1913","tres"
"1914","categoria"
"1915","crece"
"1916","aquella"
"1917","contrae"
"1918","credito"
"1919","montos"
"1920","inferiores"
"1921","tasa"
"1922","crecimiento"
"1923","deuda"
"1924","hipotecaria"
"1925","mantenia"
"1926","cifras"
"1927","orden"
"1928","colocaciones"
"1929","personas"
"1930","empezado"
"1931","descender"
"1932","ubicandose"
"1933","variacion"
"1934","coincidiendo"
"1935","menor"
"1936","dinamismo"
"1937","mostraron"
"1938","ventas"
"1939","viviendas"
"1940","nuevas"
"1941","asimismo"
"1942","interes"
"1943","prestamos"
"1944","personas"
"1945","observando"
"1946","incipiente"
"1947","tendencia"
"1948","particular"
"1949","consumo"
"1950","pasan"
"1951","promedios"
"1952","aumento"
"1953","interes"
"1954","tarjetas"
"1955","credito"
"1956","llegan"
"1957","equivalente"
"1958","colocaciones"
"1959","vivienda"
"1960","interes"
"1961","exhiben"
"1962","solo"
"1963","moderadas"
"1964","evolucion"
"1965","referentes"
"1966","interes"
"1967","documentos"
"1968","emitidos"
"1969","banco"
"1970","recogida"
"1971","regiones"
"1972","probable"
"1973","tarden"
"1974","subir"
"1975","puesto"
"1976","credito"
"1977","presentan"
"1978","rezago"
"1979","presentacion"
"1980","solicitud"
"1981","aprobacion"
"1982","fuentes"
"1983","banco"
"1984","mercados"
"1985","financieros"
"1986","colocaciones"
"1987","empresas"
"1988","interes"
"1989","colocacion"
"1990","variacion"
"1991","consumo"
"1992","lch"
"1993","comerciales"
"1994","tarjetas"
"1995","tasa"
"1996","spread"
"1997","tasa"
"1998","spread"
"1999","tpm"
"2000","tpp"
"2001","credito"
"2002","dur"
"2003","bcu"
"2004","dur"
"2005","bcu"
"2006","tpp"
"2007","prom"
"2008","prom"
"2009","prom"
"2010","prom"
"2011","fuentes"
"2012","banco"
"2013","superintendencia"
"2014","banco"
"2015","instituciones"
"2016","financieras"
"2017","emision"
"2018","bonos"
"2019","corporativos"
"2020","objetivo"
"2021","acumuladas"
"2022","tasa"
"2023","ponderada"
"2024","serie"
"2025","publicada"
"2026","correspondiente"
"2027","operaciones"
"2028","monto"
"2029","equivalente"
"2030","letras"
"2031","credito"
"2032","hipotecario"
"2033","tasa"
"2034","emision"
"2035","indicada"
"2036","fuentes"
"2037","banco"
"2038","bolsa"
"2039","comercio"
"2040","santiago"
"2041","respecto"
"2042","empresas"
"2043","condiciones"
"2044","crediticias"
"2045","menos"
"2046","favorables"
"2047","conforme"
"2048","encuesta"
"2049","credito"
"2050","atribuye"
"2051","deterioro"
"2052","entorno"
"2053","economico"
"2054","perspectivas"
"2055","junto"
"2056","percepcion"
"2057","menos"
"2058","favorable"
"2059","riesgo"
"2060","credito"
"2061","clientes"
"2062","incrementado"
"2063","spreads"
"2064","costo"
"2065","fondo"
"2066","premio"
"2067","exigido"
"2068","riesgoos"
"2069","garantias"
"2070","disminuido"
"2071","monto"
"2072","lineas"
"2073","credito"
"2074","aprobadas"
"2075","cuanto"
"2076","empresas"
"2077","inmobiliarias"
"2078","condiciones"
"2079","cifras"
"2080","provisorias"
"2081","adversas"
"2082","financiamiento"
"2083","coinciden"
"2084","menor"
"2085","demanda"
"2086","fuentes"
"2087","banco"
"2088","asigna"
"2089","encuestados"
"2090","reduccion"
"2091","dinamismo"
"2092","sector"
"2093","notorio"
"2094","grandes"
"2095","empresas"
"2096","vuelto"
"2097","fuerza"
"2098","banco"
"2099","cambiantes"
"2100","condiciones"
"2101","mercado"
"2102","indicadores"
"2103","bursatiles"
"2104","interes"
"2105","credito"
"2106","aumentado"
"2107","especialmente"
"2108","mes"
"2109","indices"
"2110","gracias"
"2111","aumento"
"2112","colocaciones"
"2113","comercio"
"2114","exterior"
"2115","crecimiento"
"2116","deuda"
"2117","bancaria"
"2118","empresas"
"2119","encuentra"
"2120","niveles"
"2121","similares"
"2122","observando"
"2123","variacion"
"2124","emisiones"
"2125","acciones"
"2126","continuaban"
"2127","tonica"
"2128","comienzos"
"2129","mostrando"
"2130","solo"
"2131","colocaciones"
"2132","puntuales"
"2133","cambio"
"2134","emision"
"2135","bonos"
"2136","dinamica"
"2137","colocaciones"
"2138","respectivamente"
"2139","rendimiento"
"2140","accionario"
"2141","sujeto"
"2142","vaivenes"
"2143","externos"
"2144","entrega"
"2145","resultados"
"2146","empresas"
"2147","ipsa"
"2148","caido"
"2149","respecto"
"2150","vigentes"
"2151","ipom"
"2152","embargo"
"2153","medir"
"2154","caida"
"2155","amplia"
"2156","cerca"
"2157","bolsas"
"2158","mundiales"
"2159","inferior"
"2160","descenso"
"2161","accionario"
"2162","mundial"
"2163","morgan"
"2164","stanley"
"2165","capital"
"2166","international"
"2167","resto"
"2168","bolsas"
"2169","latinas"
"2170","accionario"
"2171","morgan"
"2172","stanley"
"2173","capital"
"2174","international"
"2175","agregados"
"2176","monetarios"
"2177","todas"
"2178","vinculan"
"2179","accionar"
"2180","fuentes"
"2181","banco"
"2182","politica"
"2183","monetaria"
"2184","menor"
"2185","impulso"
"2186","monetario"
"2187","modo"
"2188","politica"
"2189","monetaria"
"2190","terminos"
"2191","nominales"
"2192","m"
"2193","pasa"
"2194","crecer"
"2195","primeros"
"2196","cuatro"
"2197","agregados"
"2198","monetarios"
"2199","orden"
"2200","cuatrimestre"
"2201","variacion"
"2202","nominal"
"2203","dato"
"2204","marginal"
"2205","m"
"2206","crece"
"2207","alrededor"
"2208","sucedia"
"2209","mediados"
"2210","m"
"2211","mantiene"
"2212","variacion"
"2213","mediados"
"2214","cambio"
"2215","fecha"
"2216","cambio"
"2217","nominal"
"2218","depreciado"
"2219","inmediatamente"
"2220","tras"
"2221","anuncio"
"2222","programa"
"2223","compra"
"2224","reservas"
"2225","paridad"
"2226","aumento"
"2227","tarde"
"2228","conjunto"
"2229","serie"
"2230","cambios"
"2231","evaluacion"
"2232","desempeno"
"2233","economias"
"2234","desarrolladas"
"2235","vaivenes"
"2236","precio"
"2237","materias"
"2238","primas"
"2239","especial"
"2240","cobre"
"2241","petroleo"
"2242","noticias"
"2243","locales"
"2244","inflacion"
"2245","actividad"
"2246","paridad"
"2247","siguio"
"2248","depreciandose"
"2249","llegando"
"2250","cotizarse"
"2251","dolar"
"2252","semanas"
"2253","previas"
"2254","banco"
"2255","ipom"
"2256","superando"
"2257","cerca"
"2258","niveles"
"2259","correspondientes"
"2260","ipom"
"2261","cambio"
"2262","multilateral"
"2263","tcm"
"2264","deprecio"
"2265","lapso"
"2266","dificil"
"2267","asignar"
"2268","significativa"
"2269","incremento"
"2270","intervencion"
"2271","respecto"
"2272","atras"
"2273","actual"
"2274","cambio"
"2275","nominal"
"2276","distinto"
"2277","efecto"
"2278","inflacion"
"2279","importada"
"2280","relevante"
"2281","supuesto"
"2282","trabajo"
"2283","escenario"
"2284","spread"
"2285","onshore"
"2286","contempla"
"2287","largo"
"2288","cambio"
"2289","tcr"
"2290","similar"
"2291","spread"
"2292","libor"
"2293","actual"
"2294","dinamica"
"2295","corto"
"2296","coherente"
"2297","evolucion"
"2298","politica"
"2299","monetaria"
"2300","considerando"
"2301","diferencia"
"2302","evaluado"
"2303","actual"
"2304","tcr"
"2305","alta"
"2306","rango"
"2307","consideran"
"2308","coherentes"
"2309","fundamentos"
"2310","largo"
"2311","cambio"
"2312","multilateral"
"2313","tco"
"2314","dolar"
"2315","mensual"
"2316","tcm"
"2317","tcm"
"2318","tcmx"
"2319","tcr"
"2320","tcr"
"2321","tco"
"2322","tcm"
"2323","tcm"
"2324","tcmx"
"2325","tcr"
"2326","tcr"
"2327","fuentes"
"2328","banco"
"2329","definicion"
"2330","glosario"
"2331","banco"
"2332","diferencial"
"2333","libor"
"2334","tasa"
"2335","interes"
"2336","spread"
"2337","onshore"
"2338","ubicado"
"2339","niveles"
"2340","anormalmente"
"2341","elevados"
"2342","causa"
"2343","incierto"
"2344","panorama"
"2345","financiero"
"2346","internacional"
"2347","estrechez"
"2348","liquidez"
"2349","mercados"
"2350","grado"
"2351","riesgo"
"2352","bancario"
"2353","provocado"
"2354","mayores"
"2355","grados"
"2356","volatilidad"
"2357","spread"
"2358","acentuado"
"2359","cambios"
"2360","demanda"
"2361","oferta"
"2362","cobertura"
"2363","demanda"
"2364","spot"
"2365","institucionales"
"2366","estrechez"
"2367","liquidez"
"2368","llevado"
"2369","coyuntura"
"2370","mercado"
"2371","cambiario"
"2372","forward"
"2373","refleje"
"2374","adecuadamente"
"2375","expectativas"
"2376","respecto"
"2377","cambio"
"2378","escenario"
"2379","proceso"
"2380","arbitraje"
"2381","internacional"
"2382","materializa"
"2383","eventualmente"
"2384","rezago"
"2385","movimientos"
"2386","abruptos"
"2387","spread"
"2388","onshore"
"2389","persisten"
"2390","demanda"
"2391","agregada"
"2392","revisa"
"2393","evolucion"
"2394","reciente"
"2395","demanda"
"2396","interna"
"2397","externa"
"2398","perspectivas"
"2399","corto"
"2400","fin"
"2401","examinar"
"2402","posibles"
"2403","presiones"
"2404","inflacionarias"
"2405","mercados"
"2406","bienes"
"2407","servicios"
"2408","dinamica"
"2409","probable"
"2410","actividad"
"2411","demanda"
"2412","agregada"
"2413","actividad"
"2414","economica"
"2415","crecio"
"2416","contribucion"
"2417","crecimiento"
"2418","pib"
"2419","cifra"
"2420","menor"
"2421","verificada"
"2422","segunda"
"2423","mitad"
"2424","variacion"
"2425","trayectoria"
"2426","trimestral"
"2427","hecho"
"2428","actividad"
"2429","retomo"
"2430","velocidades"
"2431","expansion"
"2432","trimestral"
"2433","orden"
"2434","demanda"
"2435","interna"
"2436","crecimiento"
"2437","vez"
"2438","demanda"
"2439","interna"
"2440","final"
"2441","descontada"
"2442","variacion"
"2443","existencias"
"2444","aumento"
"2445","destacando"
"2446","fuerte"
"2447","dinamismo"
"2448","inversion"
"2449","aquella"
"2450","maquinaria"
"2451","equipo"
"2452","componente"
"2453","bien"
"2454","efecto"
"2455","pib"
"2456","margenes"
"2457","agrega"
"2458","comercializacion"
"2459","actividad"
"2460","comercio"
"2461","fundamentalmente"
"2462","origen"
"2463","importado"
"2464","ello"
"2465","crecimiento"
"2466","gasto"
"2467","inversion"
"2468","refleja"
"2469","totalidad"
"2470","incremento"
"2471","pib"
"2472","sino"
"2473","aumento"
"2474","significativo"
"2475","importaciones"
"2476","bienes"
"2477","capital"
"2478","situacion"
"2479","similar"
"2480","escala"
"2481","menor"
"2482","aprecia"
"2483","exportaciones"
"2484","bienes"
"2485","servicios"
"2486","menos"
"2487","importaciones"
"2488","bienes"
"2489","todavia"
"2490","importante"
"2491","crecimiento"
"2492","consumo"
"2493","bienes"
"2494","durables"
"2495","servicios"
"2496","contrapartida"
"2497","importaciones"
"2498","bienes"
"2499","consumo"
"2500","crecen"
"2501","banco"
"2502","relevantes"
"2503","alcanzan"
"2504","niveles"
"2505","historicamente"
"2506","elevados"
"2507","debe"
"2508","agregar"
"2509","alto"
"2510","crecimiento"
"2511","importaciones"
"2512","combustibles"
"2513","cambio"
"2514","matriz"
"2515","generacion"
"2516","electrica"
"2517","escenario"
"2518","proyeccion"
"2519","ipom"
"2520","preve"
"2521","actividad"
"2522","alcanzara"
"2523","crecimiento"
"2524","anuales"
"2525","mayores"
"2526","primero"
"2527","evaluacion"
"2528","sustenta"
"2529","lado"
"2530","recuperacion"
"2531","sectores"
"2532","ligados"
"2533","recursos"
"2534","naturales"
"2535","especialmente"
"2536","mejores"
"2537","condiciones"
"2538","hidrologicas"
"2539","puesta"
"2540","marcha"
"2541","nuevos"
"2542","proyectos"
"2543","mineria"
"2544","sectores"
"2545","servicios"
"2546","continuaran"
"2547","dinamismo"
"2548","considerando"
"2549","evolucion"
"2550","estimada"
"2551","inversion"
"2552","pesar"
"2553","menor"
"2554","dinamismo"
"2555","anticipa"
"2556","consumo"
"2557","privado"
"2558","hecho"
"2559","disponible"
"2560","acuerdo"
"2561","politica"
"2562","divulgacion"
"2563","habitual"
"2564","cuentas"
"2565","nacionales"
"2566","trimestrales"
"2567","publico"
"2568","primera"
"2569","estimacion"
"2570","pib"
"2571","gasto"
"2572","interno"
"2573","nueva"
"2574","estimacion"
"2575","cifras"
"2576","politica"
"2577","monetaria"
"2578","coherente"
"2579","perspectivas"
"2580","expansion"
"2581","consumo"
"2582","privado"
"2583","economia"
"2584","significativamente"
"2585","variacion"
"2586","movil"
"2587","primera"
"2588","mitad"
"2589","forma"
"2590","escenario"
"2591","contempla"
"2592","pib"
"2593","crecera"
"2594","contexto"
"2595","preve"
"2596","demanda"
"2597","interna"
"2598","crecera"
"2599","cifra"
"2600","superior"
"2601","estimada"
"2602","respecto"
"2603","ultima"
"2604","proyeccion"
"2605","principal"
"2606","crecimiento"
"2607","demanda"
"2608","interna"
"2609","dinamismo"
"2610","mostrado"
"2611","inversion"
"2612","hecho"
"2613","estima"
"2614","crecera"
"2615","anticipa"
"2616","persistira"
"2617","dinamismo"
"2618","primero"
"2619","particular"
"2620","fuerza"
"2621","imprime"
"2622","desarrollo"
"2623","proyectos"
"2624","inversion"
"2625","mineros"
"2626","energeticos"
"2627","favorecidos"
"2628","ambos"
"2629","situacion"
"2630","altos"
"2631","precios"
"2632","demanda"
"2633","agregada"
"2634","precios"
"2635","ponderacion"
"2636","pib"
"2637","variacion"
"2638","consumo"
"2639","habitual"
"2640","consumo"
"2641","durable"
"2642","servicios"
"2643","pond"
"2644","banco"
"2645","sem"
"2646","demanda"
"2647","interna"
"2648","dda"
"2649","final"
"2650","existencias"
"2651","razon"
"2652","consumo"
"2653","durable"
"2654","consumo"
"2655","habitual"
"2656","fbcf"
"2657","movil"
"2658","co"
"2659","resto"
"2660","consumo"
"2661","privado"
"2662","durable"
"2663","durable"
"2664","servicios"
"2665","consumo"
"2666","gobierno"
"2667","ve"
"2668","pib"
"2669","exportaciones"
"2670","bienes"
"2671","servicios"
"2672","importaciones"
"2673","bienes"
"2674","servicios"
"2675","pib"
"2676","variacion"
"2677","existencias"
"2678","pib"
"2679","acumulada"
"2680","cuatro"
"2681","trimestres"
"2682","banco"
"2683","consumo"
"2684","habitual"
"2685","consumo"
"2686","durable"
"2687","servicios"
"2688","precios"
"2689","precios"
"2690","corrientes"
"2691","consumo"
"2692","privado"
"2693","existencias"
"2694","banco"
"2695","consumo"
"2696","privado"
"2697","crecio"
"2698","menos"
"2699","primera"
"2700","mitad"
"2701","respecto"
"2702","importaciones"
"2703","bienes"
"2704","consumo"
"2705","segunda"
"2706","mitad"
"2707","visible"
"2708","componentes"
"2709","habitual"
"2710","durable"
"2711","bien"
"2712","crece"
"2713","orden"
"2714","lleva"
"2715","casi"
"2716","reduciendo"
"2717","ritmo"
"2718","expansion"
"2719","doce"
"2720","incremento"
"2721","stock"
"2722","bienes"
"2723","pesar"
"2724","razon"
"2725","consumo"
"2726","durable"
"2727","habitual"
"2728","sigue"
"2729","aumentando"
"2730","supera"
"2731","largamente"
"2732","maximo"
"2733","alcanzo"
"2734","decada"
"2735","pasada"
"2736","evolucion"
"2737","consumo"
"2738","indico"
"2739","ido"
"2740","aparejada"
"2741","aumento"
"2742","significativo"
"2743","internaciones"
"2744","bienes"
"2745","crecimiento"
"2746","promediaron"
"2747","cerca"
"2748","desaceleracion"
"2749","reciente"
"2750","consumo"
"2751","privado"
"2752","coherente"
"2753","cambio"
"2754","mostrado"
"2755","determinantes"
"2756","lado"
"2757","crecimiento"
"2758","masa"
"2759","salarial"
"2760","desacelerado"
"2761","significativamente"
"2762","precios"
"2763","corrientes"
"2764","precios"
"2765","obtiene"
"2766","multiplicar"
"2767","remuneraciones"
"2768","hora"
"2769","terminos"
"2770","reales"
"2771","banco"
"2772","empleo"
"2773","asalariado"
"2774","horas"
"2775","efectivas"
"2776","trabajadas"
"2777","demanda"
"2778","agregada"
"2779","mayores"
"2780","precios"
"2781","ingreso"
"2782","privado"
"2783","disponible"
"2784","interes"
"2785","credito"
"2786","consumo"
"2787","tarjeta"
"2788","credito"
"2789","condiciones"
"2790","financieras"
"2791","restrictivas"
"2792","hogar"
"2793","movil"
"2794","semestral"
"2795","punto"
"2796","vista"
"2797","montos"
"2798","credito"
"2799","interes"
"2800","respecto"
"2801","punto"
"2802","mercado"
"2803","muestra"
"2804","incremento"
"2805","importante"
"2806","cobradas"
"2807","credito"
"2808","consumo"
"2809","comparadas"
"2810","pasado"
"2811","incrementado"
"2812","cerca"
"2813","desaceleracion"
"2814","consumo"
"2815","panorama"
"2816","menos"
"2817","favorable"
"2818","determinantes"
"2819","coincidido"
"2820","empeoramiento"
"2821","indicadores"
"2822","expectativas"
"2823","consumidores"
"2824","percepcion"
"2825","economia"
"2826","ipec"
"2827","adimark"
"2828","llego"
"2829","niveles"
"2830","pivote"
"2831","indica"
"2832","expectativas"
"2833","neutrales"
"2834","acercandose"
"2835","niveles"
"2836","bajos"
"2837","diez"
"2838","corresponde"
"2839","tasa"
"2840","colocacion"
"2841","ponderada"
"2842","credito"
"2843","consumo"
"2844","espera"
"2845","consumo"
"2846","continue"
"2847","corresponde"
"2848","tasa"
"2849","interes"
"2850","tarjetas"
"2851","credito"
"2852","correspondiente"
"2853","desacelerandose"
"2854","coherente"
"2855","evolucion"
"2856","reciente"
"2857","esperada"
"2858","operaciones"
"2859","monto"
"2860","equivalente"
"2861","determinantes"
"2862","particular"
"2863","condiciones"
"2864","financieras"
"2865","fuentes"
"2866","banco"
"2867","comportamiento"
"2868","consumo"
"2869","privado"
"2870","resaltado"
"2871","resiliencia"
"2872","mostrado"
"2873","frente"
"2874","shock"
"2875","inflacionario"
"2876","tampoco"
"2877","descartarse"
"2878","desaceleracion"
"2879","menor"
"2880","prevista"
"2881","hecho"
"2882","percepcion"
"2883","consumidores"
"2884","ipec"
"2885","estrechez"
"2886","holguras"
"2887","mercado"
"2888","laboral"
"2889","incremento"
"2890","tasa"
"2891","respuestas"
"2892","positivas"
"2893","negativas"
"2894","participacion"
"2895","femenina"
"2896","contribuir"
"2897","consumo"
"2898","continue"
"2899","creciendo"
"2900","similares"
"2901","actuales"
"2902","dice"
"2903","relacion"
"2904","inventarios"
"2905","movil"
"2906","finalizado"
"2907","acumulacion"
"2908","existencias"
"2909","alcanzo"
"2910","pib"
"2911","medida"
"2912","precios"
"2913","constantes"
"2914","mostrando"
"2915","leve"
"2916","incremento"
"2917","respecto"
"2918","verificado"
"2919","coherente"
"2920","crecimiento"
"2921","importaciones"
"2922","menor"
"2923","dinamismo"
"2924","mostrado"
"2925","consumo"
"2926","privado"
"2927","formacion"
"2928","bruta"
"2929","capital"
"2930","fijo"
"2931","fbcf"
"2932","bajo"
"2933","indica"
"2934","optimismo"
"2935","pesimismo"
"2936","previo"
"2937","frecuencia"
"2938","trimestral"
"2939","inversion"
"2940","continuo"
"2941","creciendo"
"2942","elevadas"
"2943","fecha"
"2944","publica"
"2945","mensualmente"
"2946","siguio"
"2947","principal"
"2948","factor"
"2949","detras"
"2950","crecimiento"
"2951","adimark"
"2952","demanda"
"2953","interna"
"2954","aumento"
"2955","impulsado"
"2956","inversion"
"2957","maquinaria"
"2958","equipo"
"2959","construccion"
"2960","obras"
"2961","ingenieria"
"2962","registrando"
"2963","formacion"
"2964","bruta"
"2965","capital"
"2966","fijo"
"2967","ambos"
"2968","componentes"
"2969","variaciones"
"2970","anuales"
"2971","segunda"
"2972","pib"
"2973","movil"
"2974","mitad"
"2975","modo"
"2976","movil"
"2977","terminado"
"2978","tasa"
"2979","inversion"
"2980","pib"
"2981","aumento"
"2982","precios"
"2983","precios"
"2984","corrientes"
"2985","debe"
"2986","destacar"
"2987","porcion"
"2988","importante"
"2989","crecimiento"
"2990","muestra"
"2991","inversion"
"2992","debe"
"2993","desarrollo"
"2994","variados"
"2995","proyectos"
"2996","sectores"
"2997","mineria"
"2998","energia"
"2999","evolucion"
"3000","responde"
"3001","altos"
"3002","precios"
"3003","aprecian"
"3004","areas"
"3005","obstante"
"3006","condiciones"
"3007","crediticias"
"3008","empresas"
"3009","menos"
"3010","favorables"
"3011","aprecia"
"3012","encuesta"
"3013","credito"
"3014","atribuye"
"3015","deterioro"
"3016","entorno"
"3017","economico"
"3018","perspectivas"
"3019","indicador"
"3020","mensual"
"3021","confianza"
"3022","empresasrial"
"3023","imce"
"3024","mide"
"3025","expectativas"
"3026","empresasriales"
"3027","ubica"
"3028","neutral"
"3029","descontado"
"3030","sector"
"3031","minero"
"3032","debajo"
"3033","cualquier"
"3034","modo"
"3035","condiciones"
"3036","generales"
"3037","inversion"
"3038","siguen"
"3039","favorables"
"3040","precios"
"3041","precios"
"3042","corrientes"
"3043","largo"
"3044","bajas"
"3045","perspectiva"
"3046","historica"
"3047","sustanciales"
"3048","flujos"
"3049","fondos"
"3050","empresas"
"3051","stock"
"3052","colocaciones"
"3053","encuentra"
"3054","banco"
"3055","politica"
"3056","monetaria"
"3057","niveles"
"3058","superiores"
"3059","observando"
"3060","percepcion"
"3061","empresasrios"
"3062","imce"
"3063","variacion"
"3064","cuatro"
"3065","indices"
"3066","respuestas"
"3067","positivas"
"3068","negativas"
"3069","componentes"
"3070","fbcf"
"3071","maquinaria"
"3072","equipo"
"3073","variacion"
"3074","importaciones"
"3075","bienes"
"3076","capital"
"3077","principal"
"3078","determinante"
"3079","componente"
"3080","alcanzado"
"3081","niveles"
"3082","historicos"
"3083","crecimiento"
"3084","anuales"
"3085","aumento"
"3086","inversion"
"3087","construccion"
"3088","obras"
"3089","registro"
"3090","variacion"
"3091","primera"
"3092","mitad"
"3093","respecto"
"3094","revision"
"3095","catastro"
"3096","proyectos"
"3097","inversion"
"3098","cbc"
"3099","mostro"
"3100","grandes"
"3101","cambios"
"3102","previsto"
"3103","sigue"
"3104","dando"
"3105","cuenta"
"3106","importante"
"3107","incremento"
"3108","respecto"
"3109","verificado"
"3110","asimismo"
"3111","anticipa"
"3112","inversion"
"3113","continue"
"3114","mostrando"
"3115","incrementos"
"3116","relevantes"
"3117","catastro"
"3118","apunta"
"3119","significativa"
"3120","proyectos"
"3121","desarrollo"
"3122","llevando"
"3123","bajo"
"3124","indica"
"3125","optimismo"
"3126","pesimismo"
"3127","corresponde"
"3128","ponderado"
"3129","tres"
"3130","indicadores"
"3131","confianza"
"3132","cabo"
"3133","sectores"
"3134","mineria"
"3135","energia"
"3136","sectorial"
"3137","industria"
"3138","manufacturera"
"3139","comercio"
"3140","construccion"
"3141","universidad"
"3142","adolfo"
"3143","ibanez"
"3144","escenario"
"3145","proyeccion"
"3146","ipom"
"3147","contempla"
"3148","inversion"
"3149","crecera"
"3150","inferiores"
"3151","observadas"
"3152","primera"
"3153","mitad"
"3154","estima"
"3155","tasa"
"3156","crecimiento"
"3157","importaciones"
"3158","bienes"
"3159","capital"
"3160","inversion"
"3161","seguira"
"3162","descendiendo"
"3163","medida"
"3164","grandes"
"3165","proyectos"
"3166","inversion"
