X,x,fecha
3685,luego,21_1
3686,cobre,21_1
3687,alcanzo,21_1
3688,precio,21_1
3689,centavos,21_1
3690,dolar,21_1
3691,libra,21_1
3692,precios,21_1
3693,retrocedido,21_1
3694,velocidad,21_1
3695,reduccion,21_1
3696,inventarios,21_1
3697,modo,21_1
3698,precio,21_1
3699,centavos,21_1
3700,dolar,21_1
3701,libra,21_1
3702,cifra,21_1
3703,coincide,21_1
3704,proyeccion,21_1
3705,estima,21_1
3706,precio,21_1
3707,cobre,21_1
3708,llegaria,21_1
3709,ten,21_1
3710,dencia,21_1
3711,mediano,21_1
3712,largo,21_1
3713,centavos,21_1
3714,dolar,21_1
3715,d,21_1
3716,hs,21_1
3717,d,21_1
3718,hs,21_1
3719,d,21_1
3720,hs,21_1
3721,d,21_1
3722,hs,21_1
3723,libra,21_1
3724,corresponde,21_1
3725,precios,21_1
3726,diarios,21_1
3727,bolsa,21_1
3728,metales,21_1
3729,londres,21_1
3730,perspectivas,21_1
3731,futuras,21_1
3732,precios,21_1
3733,materias,21_1
3734,exporta,21_1
3735,cion,21_1
3736,menos,21_1
3737,optimistas,21_1
3738,relacion,21_1
3739,celulosa,21_1
3740,precio,21_1
3741,situo,21_1
3742,tonelada,21_1
3743,metrica,21_1
3744,cifra,21_1
3745,superior,21_1
3746,aumento,21_1
3747,sustento,21_1
3748,bajos,21_1
3749,niveles,21_1
3750,inventarios,21_1
3751,proyecciones,21_1
3752,precio,21_1
3753,cobre,21_1
3754,menor,21_1
3755,oferta,21_1
3756,mundial,21_1
3757,dinamismo,21_1
3758,experimentado,21_1
3759,centavos,21_1
3760,dolar,21_1
3761,libra,21_1
3762,bolsa,21_1
3763,europa,21_1
3764,asia,21_1
3765,emergente,21_1
3766,representan,21_1
3767,destino,21_1
3768,metales,21_1
3769,londres,21_1
3770,promedios,21_1
3771,embarques,21_1
3772,celulosa,21_1
3773,respectivamente,21_1
3774,embargo,21_1
3775,des,21_1
3776,mediados,21_1
3777,pasado,21_1
3778,descenso,21_1
3779,precio,21_1
3780,dqfr,21_1
3781,hqwudo,21_1
3782,futuro,21_1
3783,celulosa,21_1
3784,llevaria,21_1
3785,precios,21_1
3786,dqfr,21_1
3787,xqgldo,21_1
3788,tonelada,21_1
3789,metrica,21_1
3790,harina,21_1
3791,pesca,21_1
3792,rfklofr,21_1
3793,precios,21_1
3794,disminuyeron,21_1
3795,observando,21_1
3796,leve,21_1
3797,recu,21_1
3798,rogpdq,21_1
3799,dfkv,21_1
3800,xwxurv,21_1
3801,peracion,21_1
3802,proyecta,21_1
3803,precios,21_1
3804,manten,21_1
3805,dran,21_1
3806,niveles,21_1
3807,actuales,21_1
3808,consideran,21_1
3809,economia,21_1
3810,japonesa,21_1
3811,principal,21_1
3812,destino,21_1
3813,producto,21_1
3814,cre,21_1
3815,fuentes,21_1
3816,ceria,21_1
3817,proximos,21_1
3818,similar,21_1
3819,creci,21_1
3820,banco,21_1
3821,mundial,21_1
3822,development,21_1
3823,economics,21_1
3824,development,21_1
3825,prospects,21_1
3826,group,21_1
3827,miento,21_1
3828,experimentado,21_1
3829,corporacion,21_1
3830,cobre,21_1
3831,goldman,21_1
3832,sachs,21_1
3833,international,21_1
3834,economics,21_1
3835,analyst,21_1
3836,banco,21_1
3837,proyecta,21_1
3838,precio,21_1
3839,cobre,21_1
3840,centavos,21_1
3841,dolar,21_1
3842,libra,21_1
3843,centavos,21_1
3844,dolar,21_1
3845,libra,21_1
3846,sigla,21_1
3847,corresponde,21_1
3848,commodity,21_1
3849,research,21_1
3850,bureau,21_1
3851,escenario,21_1
3852,internacional,21_1
3853,proyecciones,21_1
3854,precio,21_1
3855,petroleo,21_1
3856,ajusta,21_1
3857,precio,21_1
3858,petroleo,21_1
3859,levemente,21_1
3860,baja,21_1
3861,mantiene,21_1
3862,alta,21_1
3863,incertidumbre,21_1
3864,barril,21_1
3865,reflejo,21_1
3866,gran,21_1
3867,volatilidad,21_1
3868,muestra,21_1
3869,mercado,21_1
3870,efecto,21_1
3871,precio,21_1
3872,petroleo,21_1
3873,registro,21_1
3874,niveles,21_1
3875,superiores,21_1
3876,barril,21_1
3877,primeros,21_1
3878,finalizando,21_1
3879,barril,21_1
3880,factores,21_1
3881,incidieron,21_1
3882,elevados,21_1
3883,niveles,21_1
3884,precio,21_1
3885,petroleo,21_1
3886,gran,21_1
3887,pasa,21_1
3888,encontraban,21_1
3889,poca,21_1
3890,claridad,21_1
3891,politica,21_1
3892,precios,21_1
3893,pro,21_1
3894,duccion,21_1
3895,opep,21_1
3896,posibilidad,21_1
3897,invierno,21_1
3898,anticipado,21_1
3899,cru,21_1
3900,hemisferio,21_1
3901,norte,21_1
3902,inventarios,21_1
3903,historicamente,21_1
3904,bajos,21_1
3905,incerti,21_1
3906,dumbre,21_1
3907,respecto,21_1
3908,capacidad,21_1
3909,opep,21_1
3910,aumentar,21_1
3911,produccion,21_1
3912,embargo,21_1
3913,curso,21_1
3914,anunciaron,21_1
3915,aumentos,21_1
3916,inventarios,21_1
3917,petroleo,21_1
3918,uni,21_1
3919,qh,21_1
3920,d,21_1
3921,hs,21_1
3922,d,21_1
3923,hs,21_1
3924,d,21_1
3925,hs,21_1
3926,d,21_1
3927,hs,21_1
3928,sumado,21_1
3929,percepciones,21_1
3930,crecimiento,21_1
3931,mundial,21_1
3932,corresponde,21_1
3933,precios,21_1
3934,diarios,21_1
3935,petroleo,21_1
3936,brent,21_1
3937,menor,21_1
3938,previsto,21_1
3939,inicialmente,21_1
3940,clima,21_1
3941,menos,21_1
3942,frio,21_1
3943,hemisferio,21_1
3944,norte,21_1
3945,reanudacion,21_1
3946,exportaciones,21_1
3947,iraq,21_1
3948,llevaron,21_1
3949,precio,21_1
3950,barril,21_1
3951,escenario,21_1
3952,futuros,21_1
3953,ajustado,21_1
3954,baja,21_1
3955,embargo,21_1
3956,compor,21_1
3957,proyecciones,21_1
3958,precio,21_1
3959,petroleo,21_1
3960,brent,21_1
3961,tamiento,21_1
3962,debe,21_1
3963,evaluarse,21_1
3964,cierta,21_1
3965,cautela,21_1
3966,medida,21_1
3967,barril,21_1
3968,promedios,21_1
3969,opep,21_1
3970,decretado,21_1
3971,reduccion,21_1
3972,barriles,21_1
3973,diarios,21_1
3974,produccion,21_1
3975,inventarios,21_1
3976,petroleo,21_1
3977,mantienen,21_1
3978,niveles,21_1
3979,bajos,21_1
3980,cualquier,21_1
3981,factor,21_1
3982,dqfr,21_1
3983,hqwudo,21_1
3984,perado,21_1
3985,condiciones,21_1
3986,actuales,21_1
3987,llevar,21_1
3988,aumentos,21_1
3989,pre,21_1
3990,cio,21_1
3991,petroleo,21_1
3992,tal,21_1
3993,primeros,21_1
3994,dqfr,21_1
3995,xqgldo,21_1
3996,rujdq,21_1
3997,rogpdq,21_1
3998,dfkv,21_1
3999,manera,21_1
4000,proyectado,21_1
4001,precio,21_1
4002,petroleo,21_1
4003,frqrplf,21_1
4004,qwhooljhqfh,21_1
4005,qlw,21_1
4006,barril,21_1
4007,xwxurv,21_1
4008,futuros,21_1
4009,consistente,21_1
4010,planteamientos,21_1
4011,opep,21_1
4012,sentido,21_1
4013,precio,21_1
4014,petroleo,21_1
4015,situe,21_1
4016,banda,21_1
4017,referencia,21_1
4018,fuentes,21_1
4019,definido,21_1
4020,espera,21_1
4021,precio,21_1
4022,situe,21_1
4023,banco,21_1
4024,mundial,21_1
4025,development,21_1
4026,economics,21_1
4027,development,21_1
4028,prospects,21_1
4029,group,21_1
4030,barril,21_1
4031,jp,21_1
4032,morgan,21_1
4033,energy,21_1
4034,research,21_1
4035,goldman,21_1
4036,sachs,21_1
4037,international,21_1
4038,economics,21_1
4039,analyst,21_1
4040,economic,21_1
4041,intelligence,21_1
4042,unit,21_1
4043,outlook,21_1
4044,banco,21_1
4045,escenario,21_1
4046,precio,21_1
4047,petroleo,21_1
4048,barril,21_1
4049,converger,21_1
4050,barril,21_1
4051,estima,21_1
4052,terminos,21_1
4053,intercambio,21_1
4054,bienes,21_1
4055,economia,21_1
4056,mantuvieron,21_1
4057,estables,21_1
4058,ciertamente,21_1
4059,escenario,21_1
4060,negativo,21_1
4061,previsto,21_1
4062,anterioridad,21_1
4063,pro,21_1
4064,yeccion,21_1
4065,incremento,21_1
4066,inferior,21_1
4067,estimado,21_1
4068,proyeccion,21_1
4069,ubi,21_1
4070,ca,21_1
4071,inflacion,21_1
4072,internacional,21_1
4073,terminos,21_1
4074,tendencia,21_1
4075,inflacion,21_1
4076,ubicaria,21_1
4077,practicamente,21_1
4078,nula,21_1
4079,inflacion,21_1
4080,continuaria,21_1
4081,descendiendo,21_1
4082,resultado,21_1
4083,estabilidad,21_1
4084,cambiaria,21_1
4085,compro,21_1
4086,miso,21_1
4087,principales,21_1
4088,economias,21_1
4089,region,21_1
4090,metas,21_1
4091,inflacion,21_1
4092,declinantes,21_1
4093,tiempo,21_1
4094,proyecciones,21_1
4095,inflacion,21_1
4096,internacional,21_1
4097,varian,21_1
4098,significativamente,21_1
4099,relacion,21_1
4100,indicado,21_1
4101,ello,21_1
4102,cuanto,21_1
4103,impacto,21_1
4104,variable,21_1
4105,precio,21_1
4106,petroleo,21_1
4107,encon,21_1
4108,politica,21_1
4109,monetaria,21_1
4110,traba,21_1
4111,incorporado,21_1
4112,estimaciones,21_1
4113,futuro,21_1
4114,variacion,21_1
4115,comparacion,21_1
4116,precio,21_1
4117,elevado,21_1
4118,petroleo,21_1
4119,casos,21_1
4120,inflacion,21_1
4121,mostrara,21_1
4122,des,21_1
4123,censo,21_1
4124,respecto,21_1
4125,influi,21_1
4126,convergencia,21_1
4127,mostrando,21_1
4128,demanda,21_1
4129,inter,21_1
4130,na,21_1
4131,producto,21_1
4132,potencial,21_1
4133,europa,21_1
4134,leve,21_1
4135,recupe,21_1
4136,cambio,21_1
4137,yenus,21_1
4138,racion,21_1
4139,moneda,21_1
4140,estimacion,21_1
4141,inflacion,21_1
4142,internacional,21_1
4143,socios,21_1
4144,comerciales,21_1
4145,medida,21_1
4146,menor,21_1
4147,estimado,21_1
4148,alcanzando,21_1
4149,modo,21_1
4150,proyeccion,21_1
4151,redujo,21_1
4152,cifra,21_1
4153,ubicaria,21_1
4154,resultado,21_1
4155,obedece,21_1
4156,fundamental,21_1
4157,mente,21_1
4158,depreciacion,21_1
4159,esperada,21_1
4160,dolar,21_1
4161,respecto,21_1
4162,princi,21_1
4163,pales,21_1
4164,monedas,21_1
4165,produjo,21_1
4166,debilitamiento,21_1
4167,dolar,21_1
4168,previsto,21_1
4169,particular,21_1
4170,respecto,21_1
4171,comenzado,21_1
4172,materializarse,21_1
4173,explica,21_1
4174,aumento,21_1
4175,niveles,21_1
4176,d,21_1
4177,hs,21_1
4178,d,21_1
4179,hs,21_1
4180,d,21_1
4181,hs,21_1
4182,d,21_1
4183,hs,21_1
4184,inflacion,21_1
4185,medido,21_1
4186,proximos,21_1
4187,inflacion,21_1
4188,mundial,21_1
4189,cambio,21_1
4190,useuro,21_1
4191,urphglr,21_1
4192,h,21_1
4193,duldflyq,21_1
4194,surphglr,21_1
4195,hq,21_1
4196,prqhgd,21_1
4197,orfdo,21_1
4198,vwdgrv,21_1
4199,qlgrv,21_1
4200,xursd,21_1
4201,dsyq,21_1
4202,hvwr,21_1
4203,gh,21_1
4204,vld,21_1
4205,ppulfd,21_1
4206,dwlqd,21_1
4207,indonesia,21_1
4208,malasia,21_1
4209,tailandia,21_1
4210,singapur,21_1
4211,corea,21_1
4212,filipinas,21_1
4213,taiwan,21_1
4214,hong,21_1
4215,kong,21_1
4216,argentina,21_1
4217,mexico,21_1
4218,uruguay,21_1
4219,venezuela,21_1
4220,ecuador,21_1
4221,paraguay,21_1
4222,bolivia,21_1
4223,peru,21_1
4224,estimaciones,21_1
4225,f,21_1
4226,proyecciones,21_1
4227,fuentes,21_1
4228,consensus,21_1
4229,forecasts,21_1
4230,d,21_1
4231,hs,21_1
4232,d,21_1
4233,hs,21_1
4234,d,21_1
4235,hs,21_1
4236,d,21_1
4237,hs,21_1
4238,fondo,21_1
4239,monetario,21_1
4240,internacional,21_1
4241,world,21_1
4242,economic,21_1
4243,outlook,21_1
4244,banco,21_1
4245,corresponde,21_1
4246,usecu,21_1
4247,tasa,21_1
4248,inflacion,21_1
4249,proximos,21_1
4250,proyecta,21_1
4251,unas,21_1
4252,decimas,21_1
4253,cero,21_1
4254,interes,21_1
4255,internacionales,21_1
4256,moderacion,21_1
4257,ritmo,21_1
4258,crecimiento,21_1
4259,unidos,21_1
4260,vergencia,21_1
4261,demanda,21_1
4262,interna,21_1
4263,producto,21_1
4264,potencial,21_1
4265,hizo,21_1
4266,inclinar,21_1
4267,riesgo,21_1
4268,debilitamiento,21_1
4269,actividad,21_1
4270,deseado,21_1
4271,indujo,21_1
4272,movimiento,21_1
4273,baja,21_1
4274,interes,21_1
4275,plazos,21_1
4276,dando,21_1
4277,cuenta,21_1
4278,expectativas,21_1
4279,agentes,21_1
4280,economicos,21_1
4281,terminos,21_1
4282,dado,21_1
4283,inicio,21_1
4284,etapa,21_1
4285,recortes,21_1
4286,interes,21_1
4287,inicio,21_1
4288,primeros,21_1
4289,autoridad,21_1
4290,monetaria,21_1
4291,estadounidense,21_1
4292,sorprendio,21_1
4293,mercado,21_1
4294,decretan,21_1
4295,recorte,21_1
4296,tasa,21_1
4297,interes,21_1
4298,politica,21_1
4299,casi,21_1
4300,mes,21_1
4301,reunion,21_1
4302,programada,21_1
4303,comite,21_1
4304,politica,21_1
4305,moneta,21_1
4306,ria,21_1
4307,reserva,21_1
4308,federal,21_1
4309,mantuvo,21_1
4310,sesgo,21_1
4311,expansivo,21_1
4312,hace,21_1
4313,prever,21_1
4314,nuevas,21_1
4315,reducciones,21_1
4316,proximas,21_1
4317,reuniones,21_1
4318,decision,21_1
4319,comenzar,21_1
4320,proceso,21_1
4321,expansivo,21_1
4322,politica,21_1
4323,monetaria,21_1
4324,escenario,21_1
4325,internacional,21_1
4326,basada,21_1
4327,indicadores,21_1
4328,consumo,21_1
4329,produccion,21_1
4330,tendencia,21_1
4331,claramente,21_1
4332,declinante,21_1
4333,largo,21_1
4334,cuarto,21_1
4335,suma,21_1
4336,descenso,21_1
4337,indicadores,21_1
4338,confianza,21_1
4339,consumidores,21_1
4340,estrechez,21_1
4341,mostrando,21_1
4342,indicadores,21_1
4343,financieros,21_1
4344,contexto,21_1
4345,presiones,21_1
4346,inflacionarias,21_1
4347,aparecen,21_1
4348,contenidas,21_1
4349,existe,21_1
4350,escasa,21_1
4351,evidencia,21_1
4352,ganancias,21_1
4353,pro,21_1
4354,ductividad,21_1
4355,asociadas,21_1
4356,avances,21_1
4357,tecnologicos,21_1
4358,reducido,21_1
4359,interes,21_1
4360,politica,21_1
4361,manera,21_1
4362,contratos,21_1
4363,futuros,21_1
4364,interes,21_1
4365,desprende,21_1
4366,tasa,21_1
4367,politica,21_1
4368,llegaria,21_1
4369,trimes,21_1
4370,tre,21_1
4371,descartandose,21_1
4372,recorte,21_1
4373,adicional,21_1
4374,tasa,21_1
4375,fed,21_1
4376,funds,21_1
4377,luego,21_1
4378,recorte,21_1
4379,tasa,21_1
4380,politica,21_1
4381,comienzos,21_1
4382,mercado,21_1
4383,preve,21_1
4384,nuevas,21_1
4385,acciones,21_1
4386,expansivas,21_1
4387,autoridad,21_1
4388,monetaria,21_1
4389,tasa,21_1
4390,repo,21_1
4391,alemania,21_1
4392,ume,21_1
4393,aumento,21_1
4394,interes,21_1
4395,previsto,21_1
4396,d,21_1
4397,hs,21_1
4398,d,21_1
4399,hs,21_1
4400,d,21_1
4401,hs,21_1
4402,d,21_1
4403,hs,21_1
4404,pasado,21_1
4405,materializo,21_1
4406,adelante,21_1
4407,medida,21_1
4408,presiones,21_1
4409,inflacionarias,21_1
4410,ligadas,21_1
4411,precio,21_1
4412,petroleo,21_1
4413,reduzcan,21_1
4414,aprecie,21_1
4415,respecto,21_1
4416,dolar,21_1
4417,economia,21_1
4418,estabilice,21_1
4419,creci,21_1
4420,miento,21_1
4421,agentes,21_1
4422,incorporando,21_1
4423,recortes,21_1
4424,tasa,21_1
4425,politica,21_1
4426,fluctuan,21_1
4427,dicha,21_1
4428,trayectoria,21_1
4429,ciertamente,21_1
4430,rendimiento,21_1
4431,bonos,21_1
4432,gobierno,21_1
4433,menos,21_1
4434,restrictiva,21_1
4435,prevista,21_1
4436,tasa,21_1
4437,bono,21_1
4438,tesoro,21_1
4439,norteamericano,21_1
4440,menores,21_1
4441,presiones,21_1
4442,inflacionarias,21_1
4443,desaceleracion,21_1
4444,economia,21_1
4445,unidos,21_1
4446,reducido,21_1
4447,fecha,21_1
4448,oscilando,21_1
4449,actualidad,21_1
4450,tasa,21_1
4451,luego,21_1
4452,aumentar,21_1
4453,inminente,21_1
4454,aumento,21_1
4455,tasa,21_1
4456,politica,21_1
4457,estabilizo,21_1
4458,curso,21_1
4459,semanas,21_1
4460,embargo,21_1
4461,retorno,21_1
4462,bono,21_1
4463,iniciado,21_1
4464,trayectoria,21_1
4465,descendente,21_1
4466,situarse,21_1
4467,actualidad,21_1
4468,instrumentos,21_1
4469,largo,21_1
4470,yenes,21_1
4471,rendimiento,21_1
4472,mantenido,21_1
4473,luego,21_1
4474,d,21_1
4475,hs,21_1
4476,d,21_1
4477,hs,21_1
4478,d,21_1
4479,hs,21_1
4480,d,21_1
4481,hs,21_1
4482,tasa,21_1
4483,politica,21_1
4484,verificada,21_1
4485,respecto,21_1
4486,rendimientos,21_1
4487,instru,21_1
4488,mentos,21_1
4489,largo,21_1
4490,generalidad,21_1
4491,monedas,21_1
4492,mos,21_1
4493,trado,21_1
4494,descenso,21_1
4495,mercados,21_1
4496,financieros,21_1
4497,emergentes,21_1
4498,premios,21_1
4499,soberanos,21_1
4500,recargo,21_1
4501,costo,21_1
4502,credito,21_1
4503,emergentes,21_1
4504,evoluciona,21_1
4505,embi,21_1
4506,latinoamerica,21_1
4507,negativamente,21_1
4508,fecha,21_1
4509,revirtiendo,21_1
4510,mejoria,21_1
4511,experimentada,21_1
4512,anteriores,21_1
4513,alta,21_1
4514,volatilidad,21_1
4515,mercados,21_1
4516,financieros,21_1
4517,internacionales,21_1
4518,observada,21_1
4519,conjunto,21_1
4520,inestabilidad,21_1
4521,region,21_1
4522,ele,21_1
4523,mentos,21_1
4524,contribuyen,21_1
4525,explicar,21_1
4526,incremento,21_1
4527,premios,21_1
4528,sobera,21_1
4529,economias,21_1
4530,emergentes,21_1
4531,mes,21_1
4532,efectivamente,21_1
4533,embi,21_1
4534,luego,21_1
4535,haber,21_1
4536,promediado,21_1
4537,encuentra,21_1
4538,pun,21_1
4539,tos,21_1
4540,fecha,21_1
4541,premio,21_1
4542,bono,21_1
4543,soberano,21_1
4544,elevo,21_1
4545,d,21_1
4546,h,21_1
4547,d,21_1
4548,h,21_1
4549,d,21_1
4550,h,21_1
4551,d,21_1
4552,h,21_1
4553,fuentes,21_1
4554,jp,21_1
4555,morgan,21_1
4556,merrill,21_1
4557,lynch,21_1
4558,politica,21_1
4559,monetaria,21_1
4560,premios,21_1
4561,soberanos,21_1
4562,economias,21_1
4563,emergentes,21_1
4564,incluido,21_1
4565,bonos,21_1
4566,chilenos,21_1
4567,aumentado,21_1
4568,volatilidad,21_1
4569,mercados,21_1
4570,financieros,21_1
4571,internacionales,21_1
4572,inestabilidad,21_1
4573,politico,21_1
4574,economica,21_1
4575,region,21_1
4576,flujos,21_1
4577,fondos,21_1
4578,accionarios,21_1
4579,bonos,21_1
4580,generalidad,21_1
4581,economias,21_1
4582,emergentes,21_1
4583,particular,21_1
4584,escasos,21_1
4585,efecto,21_1
4586,flujos,21_1
4587,capitales,21_1
4588,caido,21_1
4589,economias,21_1
4590,emergentes,21_1
4591,cerca,21_1
4592,compara,21_1
4593,aumento,21_1
4594,previsto,21_1
4595,proyecciones,21_1
4596,banco,21_1
4597,inversion,21_1
4598,correccion,21_1
4599,baja,21_1
4600,obstante,21_1
4601,flujos,21_1
4602,incrementan,21_1
4603,cerca,21_1
4604,relacion,21_1
4605,cifras,21_1
4606,influidos,21_1
4607,menor,21_1
4608,comparacion,21_1
4609,particular,21_1
4610,caida,21_1
4611,orden,21_1
4612,compara,21_1
4613,nega,21_1
4614,tivamente,21_1
4615,caida,21_1
4616,esperaba,21_1
4617,preve,21_1
4618,situacion,21_1
4619,favorable,21_1
4620,interes,21_1
4621,internacionales,21_1
4622,reduciran,21_1
4623,forma,21_1
4624,rapida,21_1
4625,acentuada,21_1
4626,anticipaba,21_1
4627,embargo,21_1
4628,percibe,21_1
4629,riesgo,21_1
4630,poli,21_1
4631,tico,21_1
4632,economico,21_1
4633,region,21_1
4634,junto,21_1
4635,volatilidad,21_1
4636,mercados,21_1
4637,financieros,21_1
4638,internacionales,21_1
4639,tiende,21_1
4640,atenuar,21_1
4641,dicho,21_1
4642,efecto,21_1
4643,resumen,21_1
4644,escenario,21_1
4645,internacional,21_1
4646,muestra,21_1
4647,menos,21_1
4648,favorable,21_1
4649,presentaba,21_1
4650,desaceleracion,21_1
4651,ritmo,21_1
4652,crecimiento,21_1
4653,unidos,21_1
4654,acentuado,21_1
4655,lado,21_1
4656,bien,21_1
4657,proyecciones,21_1
4658,precio,21_1
4659,pe,21_1
4660,troleo,21_1
4661,optimistas,21_1
4662,entregadas,21_1
4663,sujetas,21_1
4664,incertidumbre,21_1
4665,volatilidad,21_1
4666,muestra,21_1
4667,mercado,21_1
4668,flujos,21_1
4669,capital,21_1
4670,panora,21_1
4671,ma,21_1
4672,positivo,21_1
4673,perspectiva,21_1
4674,recorte,21_1
4675,interes,21_1
4676,unidos,21_1
4677,rapido,21_1
4678,profundo,21_1
4679,peraba,21_1
4680,embargo,21_1
4681,efecto,21_1
4682,ve,21_1
4683,atenuado,21_1
4684,incer,21_1
4685,tidumbre,21_1
4686,politica,21_1
4687,economica,21_1
4688,region,21_1
4689,inestabilidad,21_1
4690,presentan,21_1
4691,mercados,21_1
4692,financieros,21_1
4693,internacionales,21_1
4694,m,21_1
4695,rc,21_1
4696,d,21_1
4697,f,21_1
4698,ro,21_1
4699,mercados,21_1
4700,financieros,21_1
4701,mercados,21_1
4702,financieros,21_1
4703,seccion,21_1
4704,revisa,21_1
4705,evolucion,21_1
4706,reciente,21_1
4707,mercados,21_1
4708,financieros,21_1
4709,particular,21_1
4710,politica,21_1
4711,monetaria,21_1
4712,interes,21_1
4713,cambio,21_1
4714,agregados,21_1
4715,monetarios,21_1
4716,crediticios,21_1
4717,financiamiento,21_1
4718,ex,21_1
4719,terno,21_1
4720,economia,21_1
4721,interes,21_1
4722,politica,21_1
4723,monetaria,21_1
4724,politica,21_1
4725,monetaria,21_1
4726,politica,21_1
4727,monetaria,21_1
4728,banco,21_1
4729,implementa,21_1
4730,diante,21_1
4731,objetivo,21_1
4732,tasa,21_1
4733,interes,21_1
4734,interbancaria,21_1
4735,diaria,21_1
4736,objetivo,21_1
4737,corresponde,21_1
4738,tasa,21_1
4739,interes,21_1
4740,politica,21_1
4741,monetaria,21_1
4742,tpm,21_1
4743,alcanza,21_1
4744,provision,21_1
4745,acorde,21_1
4746,reservas,21_1
4747,monetarias,21_1
4748,mercado,21_1
4749,interbancario,21_1
4750,bajo,21_1
4751,condiciones,21_1
4752,normales,21_1
4753,liqui,21_1
4754,dez,21_1
4755,tasa,21_1
4756,interes,21_1
4757,mercado,21_1
4758,interbancario,21_1
4759,debiera,21_1
4760,mantenerse,21_1
4761,alineada,21_1
4762,tpm,21_1
4763,sucedido,21_1
4764,reciente,21_1
4765,reduccion,21_1
4766,tpm,21_1
4767,decidida,21_1
4768,reunion,21_1
4769,politica,21_1
4770,monetaria,21_1
4771,obedecio,21_1
4772,acumula,21_1
4773,cion,21_1
4774,factores,21_1
4775,internos,21_1
4776,externos,21_1
4777,traducian,21_1
4778,disminu,21_1
4779,cion,21_1
4780,presiones,21_1
4781,inflacionarias,21_1
4782,mediano,21_1
4783,sesgando,21_1
4784,abajo,21_1
4785,balance,21_1
4786,riesgo,21_1
4787,inflacion,21_1
4788,mercado,21_1
4789,anticipo,21_1
4790,medida,21_1
4791,reflejo,21_1
4792,persistente,21_1
4793,reduccion,21_1
4794,instrumentos,21_1
4795,plazos,21_1
4796,principios,21_1
4797,trayectoria,21_1
4798,acentuo,21_1
4799,luego,21_1
4800,sorpresiva,21_1
4801,reduccion,21_1
4802,reserva,21_1
4803,federal,21_1
4804,vez,21_1
4805,expectativas,21_1
4806,privadas,21_1
4807,inflacion,21_1
4808,mediano,21_1
4809,deducen,21_1
4810,estructura,21_1
4811,nominales,21_1
4812,reales,21_1
4813,resultado,21_1
4814,encuesta,21_1
4815,mensual,21_1
4816,expectativas,21_1
4817,viembre,21_1
4818,reduccion,21_1
4819,refuerza,21_1
4820,impresion,21_1
4821,acelera,21_1
4822,cion,21_1
4823,inflacion,21_1
4824,largo,21_1
4825,produjo,21_1
4826,efectos,21_1
4827,persistentes,21_1
4828,trayectoria,21_1
4829,subyacente,21_1
4830,precios,21_1
4831,presen,21_1
4832,tan,21_1
4833,proyecciones,21_1
4834,inflacion,21_1
4835,balance,21_1
4836,riesgo,21_1
4837,aso,21_1
4838,ciado,21_1
4839,nuevo,21_1
4840,tpm,21_1
4841,tasa,21_1
4842,interes,21_1
4843,politica,21_1
4844,monetaria,21_1
4845,tpm,21_1
4846,redujo,21_1
4847,reunion,21_1
4848,politica,21_1
4849,monetaria,21_1
4850,efectuada,21_1
4851,curva,21_1
4852,retorno,21_1
4853,tasa,21_1
4854,interes,21_1
4855,politica,21_1
4856,monetaria,21_1
4857,tpm,21_1
4858,corresponde,21_1
4859,costo,21_1
4860,liquidez,21_1
4861,corto,21_1
4862,efectos,21_1
4863,general,21_1
4864,interes,21_1
4865,evolucion,21_1
4866,demanda,21_1
4867,interna,21_1
4868,influencia,21_1
4869,expectativas,21_1
4870,agentes,21_1
4871,financieros,21_1
4872,curva,21_1
4873,retorno,21_1
4874,instrumentos,21_1
4875,corto,21_1
4876,mantuvieron,21_1
4877,estables,21_1
4878,tpm,21_1
4879,diciem,21_1
4880,bre,21_1
4881,acusaron,21_1
4882,ajuste,21_1
4883,baja,21_1
4884,acentuo,21_1
4885,comienzos,21_1
4886,politica,21_1
4887,monetaria,21_1
4888,luego,21_1
4889,reciente,21_1
4890,reduccion,21_1
4891,tasa,21_1
4892,rectora,21_1
4893,fed,21_1
4894,tpm,21_1
4895,interes,21_1
4896,instrumentos,21_1
4897,forma,21_1
4898,tasa,21_1
4899,interes,21_1
4900,pagares,21_1
4901,reajustables,21_1
4902,banco,21_1
4903,cen,21_1
4904,banco,21_1
4905,tral,21_1
4906,prbc,21_1
4907,encuentra,21_1
4908,actualmente,21_1
4909,semanal,21_1
4910,decir,21_1
4911,alrededor,21_1
4912,debajo,21_1
4913,observada,21_1
4914,asimismo,21_1
4915,interes,21_1
4916,largo,21_1
4917,prc,21_1
4918,mos,21_1
4919,prc,21_1
4920,trado,21_1
4921,tendencia,21_1
4922,baja,21_1
4923,primeras,21_1
4924,prbc,21_1
4925,licitaciones,21_1
4926,similar,21_1
4927,evolucion,21_1
4928,tasa,21_1
4929,interes,21_1
4930,prc,21_1
4931,encuentra,21_1
4932,actual,21_1
4933,tpm,21_1
4934,mente,21_1
4935,largas,21_1
4936,encuentra,21_1
4937,debajo,21_1
4938,decada,21_1
4939,noventa,21_1
4940,du,21_1
4941,xq,21_1
4942,jr,21_1
4943,ry,21_1
4944,du,21_1
4945,xq,21_1
4946,jr,21_1
4947,fw,21_1
4948,banco,21_1
4949,reales,21_1
4950,mercado,21_1
4951,reducido,21_1
4952,plazos,21_1
4953,comparacion,21_1
4954,tasa,21_1
4955,politica,21_1
4956,expectativas,21_1
